id,language_iso639_code,translation
64,vi,"Đại học East Anglia nằm trên khuôn viên rộng 320 mẫu Anh, bao gồm những không gian xanh rộng lớn và một hồ nước đẹp như tranh vẽ. Trường gần trung tâm thành phố Norwich sôi động và lịch sử. Norfolk, nơi Norwich tọa lạc, được coi là một trong những khu vực an toàn nhất ở Vương quốc Anh, thu hút nhiều sinh viên mỗi năm. Trường đại học có uy tín quốc tế về tiêu chuẩn cao trong nghiên cứu và giáo dục trên nhiều lĩnh vực học thuật khác nhau. Trong số các sinh viên quốc tế Nhật Bản, chuyên ngành Phát triển Quốc tế đặc biệt phổ biến."
65,en,"The University of East Anglia is situated on a picturesque 320-acre campus, featuring expansive green spaces and a scenic lake. Its proximity to the vibrant and historically rich city center of Norwich provides students with both a peaceful learning environment and access to urban amenities. Norfolk, the region in which Norwich is located, is recognized as one of the safest areas in the UK, attracting a significant number of students each year. The university holds an esteemed international reputation for excellence in research and education across a diverse range of academic disciplines. Notably, the International Development program is highly regarded among Japanese international students."
65,ja,英国の優良大学上位10校に常にランクイン。特に考古学、教育学、ドイツ語、政治学、心理学、神学、生物化学、ビジネス、経営学、ドラマ学、ダンス、映画学、経済学、数学と統計学、物理学では高い評価を得ています。イギリス国内で最も美しいキャンパスに選ばれたこともあり、キャンパス内にある自然公園、彫刻の路、政府登録の植物園などが勉強と生活の両面で比類のない環境を提供しています。
65,vi,"Trường luôn được xếp hạng trong top 10 trường đại học hàng đầu ở Vương quốc Anh. Trường đặc biệt được đánh giá cao trong các ngành Khảo cổ học, Giáo dục, Tiếng Đức, Khoa học Chính trị, Tâm lý học, Thần học, Hóa sinh, Kinh doanh, Quản lý, Kịch nghệ, Khiêu vũ, Nghiên cứu Điện ảnh, Kinh tế, Toán học và Thống kê, và Vật lý. Trường cũng được chọn là khuôn viên đẹp nhất ở Vương quốc Anh, với các công viên tự nhiên, đường điêu khắc và vườn bách thảo được chính phủ công nhận trong khuôn viên, cung cấp một môi trường không gì sánh bằng cho cả việc học tập và cuộc sống."
66,en,"The University of Stirling is located about 5 km from the center of Stirling in central Scotland. The campus features the artificial Airthrey Loch, around which the main university facilities are spread, often earning it the title of ""the most beautiful university in the UK."" It is also known for its excellent sports facilities, including tennis courts, a heated swimming pool, a gymnasium, multi-purpose grounds, and a golf course within the university grounds. It is regarded as the best university for research in Scotland and was named ""Scotland's Best University"" in a 2009 survey by the Sunday Times. The International Student Barometer consistently ranks it as a ""place you'd like to live,"" and it is also known for its high graduate employment rate."
66,ja,スターリング大学はイギリスのスコットランド中部にあるスターリング中心地から約5km離れたところに立地しています。キャンパス内には、人工のアースレー湖があり、湖を中心に大学の主要施設が広がり、その美しさはしばしば「イギリスで最も美しい大学」と称されます。優れたスポーツ施設でも知られ、大学の敷地内には、テニスコートや温水プール、体育館や多目的グランドの他、ゴルフコースもあります。スコットランドの中で研究において最も優れた大学との評価を受けており、2009年のSunday Times紙の調査でも「スコットランドで最も優れた大学」に選出されています。International Student Barometerでは、「住んでみたい場所」にランクインし続けており、卒業生の就職率が高いことでも知られています。
66,vi,"Đại học Stirling nằm cách trung tâm Stirling ở miền trung Scotland khoảng 5 km. Khuôn viên trường có hồ nhân tạo Airthrey, quanh đó là các cơ sở chính của trường, thường được gọi là ""trường đại học đẹp nhất Vương quốc Anh."" Trường cũng được biết đến với các cơ sở thể thao tuyệt vời, bao gồm sân tennis, bể bơi nước nóng, phòng tập thể dục, sân đa năng và sân golf trong khuôn viên trường. Trường được coi là trường đại học tốt nhất về nghiên cứu ở Scotland và đã được tờ Sunday Times bình chọn là ""Trường đại học tốt nhất Scotland"" trong một cuộc khảo sát năm 2009. International Student Barometer liên tục xếp hạng trường là ""nơi bạn muốn sống,"" và trường cũng nổi tiếng với tỷ lệ việc làm cao của sinh viên tốt nghiệp."
67,en,"It is a private liberal arts university offering undergraduate and graduate programs, providing small classes and personalized education tailored to the needs of each student. The lush, picturesque 186-acre campus is located in Madison, New Jersey, about a 50-minute direct train ride to the heart of Manhattan, New York. Taking advantage of this location, the university offers extensive internship programs in modern art in Manhattan, on Wall Street, and at the United Nations. There is also a Dual Degree Program (awarding two bachelor's degrees) that allows students to transfer to prestigious universities such as Columbia University from the third year."
67,ja,一般教養学部及び大学院課程を提供する私立リベラルアーツ系大学で、少人数制クラスと各学生のニーズに合ったきめ細やかな教育を行っています。緑豊かで絵のように美しい186エーカーのキャンパスは、ニュージャージー州マディソン市に位置し、ニューヨークのマンハッタン中心部まで直通電車で約50分です。その立地を活かし、マンハッタンでのモダンアート、ウォールストリート、国連での実地研修プログラムが充実しています。３年次からコロンビア大学などの名門大学に編入するDual Degree Program（2つの学士号授与）もあります。
67,vi,"Đây là một trường đại học tư thục về nghệ thuật tự do cung cấp các chương trình đại học và sau đại học, với các lớp học nhỏ và giáo dục cá nhân hóa phù hợp với nhu cầu của từng sinh viên. Khuôn viên xanh tươi, đẹp như tranh vẽ rộng 186 mẫu Anh nằm ở Madison, New Jersey, cách trung tâm Manhattan, New York khoảng 50 phút đi tàu trực tiếp. Tận dụng vị trí này, trường cung cấp các chương trình thực tập phong phú về nghệ thuật hiện đại ở Manhattan, trên Phố Wall, và tại Liên Hợp Quốc. Ngoài ra, còn có Chương trình Bằng kép (cấp hai bằng cử nhân) cho phép sinh viên chuyển tiếp đến các trường đại học danh tiếng như Đại học Columbia từ năm thứ ba."
68,en,"The main campus of George Mason University is located in Fairfax, a suburban residential area in Virginia known for its affluent residents. Named after George Mason, one of the Founding Fathers of the United States and the drafter of the Virginia Declaration of Rights, the university is highly regarded for its education programs that incorporate cutting-edge computer technology and internship programs partnered with 500 companies."
68,ja,ジョージメイソン大学のメインキャンパスは、バージニア州でも富裕層の居住する郊外型住宅地、フェアファックスに位置します。アメリカ合衆国建国の父の一人であり、バージニア権利憲章を起草したジョージ・メイソンにちなんで名づけられました。最先端のコンピュータ技術を投入した教育プログラムや500もの企業と提携したインターンシッププログラムは非常に高い評価を受けています。
68,vi,"Khuôn viên chính của Đại học George Mason nằm ở Fairfax, một khu vực dân cư ngoại ô ở Virginia nổi tiếng với những cư dân giàu có. Được đặt tên theo George Mason, một trong những người sáng lập Hoa Kỳ và là người soạn thảo Tuyên ngôn Quyền của Virginia, trường đại học này được đánh giá cao về các chương trình giáo dục ứng dụng công nghệ máy tính tiên tiến và các chương trình thực tập hợp tác với 500 công ty."
69,en,"Founded in 1935, Hofstra University is an excellent choice for students interested in the intellectual, cultural, and professional opportunities of New York City. Hofstra University has built close partnerships with major US corporations, maintaining industry-level standards and building strong programs. The faculty constantly collaborates with top executives in each field to update the curriculum based on the latest advancements in various industries. Consequently, students can learn the latest and most essential skills for their career goals, gaining very high employability. The university is located in Hempstead, Long Island, about 40 kilometers east of downtown Manhattan, New York. The spacious 240-acre campus includes facilities such as a hospital, television station, and radio station, catering to diverse learning needs."
69,ja,1935年創立。ニューヨーク市の知的、文化、そしてプロフェッショナルな機会に興味のある学生にとって優れた選択肢です。ホフストラ大学は、米国の大手企業と密接なパートナーシップを築いてきており、業界レベルのスタンダードの維持を念頭に置きながら、強力なプログラムを構築しています。 教授陣は、各分野のトップエグゼクティブと常に連携を取り、各業界の最新の進歩に基づき、カリキュラムを更新しています。従って、学生は自分のキャリアゴールのための最新かつ重要なスキルを学ぶことができ、非常に高い就職力を身につけることができます。大学があるヘンプステッドはロングアイランドにあり、ニューヨークの中心マンハッタンの東40キロの場所にあります。240エーカーもの広々としたキャンパスには、学内施設として病院、テレビ局、ラジオ局などがあり、学習の多様化に対応しています。
69,vi,"Thành lập năm 1935, Đại học Hofstra là một lựa chọn xuất sắc cho các sinh viên quan tâm đến các cơ hội trí tuệ, văn hóa và chuyên nghiệp của thành phố New York. Đại học Hofstra đã xây dựng các mối quan hệ đối tác chặt chẽ với các tập đoàn lớn của Mỹ, duy trì các tiêu chuẩn cấp độ ngành và xây dựng các chương trình mạnh mẽ. Giảng viên liên tục hợp tác với các giám đốc điều hành hàng đầu trong từng lĩnh vực để cập nhật chương trình giảng dạy dựa trên những tiến bộ mới nhất của các ngành công nghiệp khác nhau. Do đó, sinh viên có thể học các kỹ năng mới nhất và quan trọng nhất cho mục tiêu nghề nghiệp của mình, đạt được khả năng tìm kiếm việc làm rất cao. Trường đại học nằm ở Hempstead, Long Island, cách trung tâm Manhattan, New York khoảng 40 km về phía đông. Khuôn viên rộng 240 mẫu Anh có các cơ sở như bệnh viện, đài truyền hình và đài phát thanh, đáp ứng nhu cầu học tập đa dạng."
70,en,"Illinois State University (ISU), founded in 1857 as a teacher training school, is the oldest university in Illinois. Today, it has grown into a major university in the state with about 21,000 undergraduates. The campus is located in Bloomington-Normal, one of the most popular college towns in the country, about two hours south of Chicago. ISU maintains the atmosphere of a small university while forming a diverse community of scholars and researchers within the extensive facilities typical of a large university. ISU is known for many outstanding majors, particularly in Actuarial Science, Risk Management, Science and Technology, Business, Fine Arts, Accounting, and Information Systems."
70,ja,"イリノイ州立大学(ISU)は、1857年に教員養成学校として設立されたイリノイ州最古の大学です。今日では約21,000人の大学生が学ぶ州内の主要大学に成長しました。キャンパスは、シカゴの約2時間南にある全米でも最も人気のあるカレッジタウンの一つであるブルーミントン・ノーマルにあります。ISUは、小規模大学の雰囲気を保ちながら、大規模大学が誇る充実した設備の中で多様な学者と研究者のコミュニティを形成しています。 ISUには多くの傑出した専攻がありますが、保険数理学、リスクマネージメント、科学技術、ビジネス、美術、会計学、情報システムの各プログラムで最もよく知られています。"
70,vi,"Đại học Bang Illinois (ISU), được thành lập vào năm 1857 như một trường đào tạo giáo viên, là trường đại học lâu đời nhất ở Illinois. Ngày nay, trường đã phát triển thành một trường đại học lớn ở bang với khoảng 21.000 sinh viên đại học. Khuôn viên trường nằm ở Bloomington-Normal, một trong những thị trấn đại học phổ biến nhất trong cả nước, cách Chicago khoảng hai giờ về phía nam. ISU duy trì bầu không khí của một trường đại học nhỏ trong khi hình thành một cộng đồng học giả và nhà nghiên cứu đa dạng trong các cơ sở rộng lớn mà một trường đại học lớn có được. ISU được biết đến với nhiều chuyên ngành xuất sắc, đặc biệt là trong các chương trình Khoa học Bảo hiểm, Quản lý Rủi ro, Khoa học và Công nghệ, Kinh doanh, Nghệ thuật, Kế toán và Hệ thống Thông tin."
71,en,"Oregon State University, which combines excellent facilities, world-class education, and a beautiful environment, attracts students and researchers from not only the United States but also over 100 countries worldwide, providing a vibrant and stimulating educational environment. The lush and expansive 420-acre campus hosts over 100 buildings, with shuttle buses connecting the campus, downtown, and suburban areas for free. As a comprehensive research university, it offers courses in fields such as Oceanography, Agricultural Sciences, Business, Engineering, Forestry, Health, Human Sciences, Liberal Arts, Education, and Natural Sciences."
71,ja,素晴らしい設備と世界レベルの教育、美しい環境を兼ね備えたオレゴン州立大学には、アメリカからだけではなく、世界100か国以上から学生や研究者が集い、活気にあふれた刺激的な教育環境を提供しています。420エーカーにも及ぶ緑豊かで広大なキャンパスには、100以上の建物が立ち並び、シャトルバスがキャンパス内、市街地、郊外を無料で結んでいます。総合研究大学として海洋学、農業科学、ビジネス、工学、森林学、健康学、人間科学、教養学、教育学、自然科学などの分野のコースを提供しています。
71,vi,"Đại học Bang Oregon, kết hợp các cơ sở vật chất tuyệt vời, giáo dục đẳng cấp thế giới và môi trường đẹp, thu hút sinh viên và các nhà nghiên cứu từ không chỉ Hoa Kỳ mà còn hơn 100 quốc gia trên toàn thế giới, cung cấp một môi trường giáo dục sôi động và kích thích. Khuôn viên rộng lớn và xanh tươi rộng 420 mẫu Anh có hơn 100 tòa nhà, với xe buýt đưa đón kết nối miễn phí khuôn viên, trung tâm thành phố và các khu vực ngoại ô. Là một trường đại học nghiên cứu tổng hợp, trường cung cấp các khóa học trong các lĩnh vực như Hải dương học, Khoa học Nông nghiệp, Kinh doanh, Kỹ thuật, Lâm nghiệp, Sức khỏe, Khoa học Con người, Nghệ thuật Tự do, Giáo dục và Khoa học Tự nhiên."
72,en,"Saint Louis University is a Jesuit private university located in downtown St. Louis, Missouri. According to U.S. News & World Report, the university is highly regarded in the field of graduate business studies, ranking 93rd overall in Business, 7th in Entrepreneurship, and 7th in International Business nationwide. It also receives high ratings in medical fields such as Geriatrics (16th nationwide) and Public Health (36th nationwide). The university also has a campus in Madrid, Spain."
72,ja,セントルイス大学は、ミズーリ州セントルイスの市街地に立地するイエズス会系の私立大学です。U.S.News & World Reportでは、特に大学院のビジネス分野において、ビジネス全般（全米93位）、起業（全米7位）、国際ビジネス（全米7位）で非常に高い評価を受けています。他にも老人病学（全米16位）、公衆衛生（全米36位）などの医療分野で高評価の結果となっています。スペインのマドリードにもキャンパスがあります。
72,vi,"Đại học Saint Louis là một trường đại học tư thục của dòng Tên, nằm ở trung tâm thành phố St. Louis, Missouri. Theo U.S. News & World Report, trường được đánh giá rất cao trong lĩnh vực kinh doanh sau đại học, xếp hạng 93 toàn quốc về Kinh doanh, hạng 7 về Khởi nghiệp, và hạng 7 về Kinh doanh Quốc tế. Trường cũng nhận được đánh giá cao trong các lĩnh vực y tế như Lão khoa (hạng 16 toàn quốc) và Y tế Công cộng (hạng 36 toàn quốc). Trường cũng có một khuôn viên ở Madrid, Tây Ban Nha."
73,en,"Founded in 1906, Suffolk University is located in the heart of Boston, the world's top academic city. The university has 7,560 students enrolled in approximately 60 undergraduate programs and 50 graduate programs. The distinguished faculty conduct warm and rigorous classes with an average class size of 20 students. Popular majors include Business, Sociology, Finance, and Accounting. Suffolk University places great emphasis on internships, taking advantage of its location, with 72% of graduates having internship experience."
73,ja,"1906年創立のサフォーク大学は、世界有数のアカデミック都市であるボストン中心部に位置しています。現在、約7,560人の学生が、約60の学部コースと50の大学院コースで学んでいます。優秀な教授陣が、平均20人の少人数クラスで、温かみと厳しさを兼ね備えた授業を行っています。人気の専攻分野には、ビジネス、社会学、財政学、会計学などがあります。また、その恵まれた立地を活かしたインターンシップに力を入れており、卒業生の約72％が在学中にインターンシップを経験しています。"
73,vi,"Thành lập năm 1906, Đại học Suffolk nằm ở trung tâm của Boston, thành phố học thuật hàng đầu thế giới. Trường có 7.560 sinh viên theo học khoảng 60 chương trình đại học và 50 chương trình sau đại học. Đội ngũ giảng viên xuất sắc giảng dạy các lớp học nhỏ với trung bình 20 sinh viên, mang đến những bài giảng vừa ấm áp vừa nghiêm khắc. Các ngành học phổ biến bao gồm Kinh doanh, Xã hội học, Tài chính và Kế toán. Đại học Suffolk rất chú trọng đến các chương trình thực tập, tận dụng lợi thế của vị trí của mình, với 72% sinh viên tốt nghiệp có kinh nghiệm thực tập."
74,en,"The University of Alabama at Birmingham (UAB) is a public university located in the heart of Birmingham, Alabama. Birmingham once flourished as a steel city, utilizing the abundant coal and iron ore from the nearby Appalachian Mountains, but it is now primarily known for its medical research, banking, and service industries. UAB is the largest research and employment institution in Alabama, and its medical and healthcare fields are particularly highly regarded worldwide."
74,ja,アラバマ大学バーミンガム校は、アラバマ州バーミンガム中心部に位置する州立大学です。バーミンガムは、かつてはアパラチア山脈周辺の豊富な石炭や鉄鉱石を活用した鉄鋼業で栄えた都市でしたが、現在は医学研究、銀行業、サービス産業が主要な産業となっています。大学は州内最大の研究機関かつ雇用機関でもあり、特に医学やヘルスケア分野においては、世界的に高い評価を得ています。
